V1,instution,city,zip,state_abbr,LOCALE,LATITUDE,LONGITUDE,urban_type,urban_description,vector_name,state_name,state_name_included,city_name_included
2787,Johnson College,Scranton,18508-1495,PA,13,41.450409,-75.642476,City,Small,,Pennsylvania,FALSE,FALSE
2788,Juniata College,Huntingdon,16652-2196,PA,32,40.500523,-78.017292,Town,Distant,,Pennsylvania,FALSE,FALSE
2789,Keystone College,La Plume,18440-0200,PA,21,41.558969,-75.777456,Suburb,Large,,Pennsylvania,FALSE,FALSE
2790,King's College,Wilkes-Barre,18711-0801,PA,13,41.250097,-75.879822,City,Small,,Pennsylvania,FALSE,FALSE
2791,Butler Beauty Academy-Kittanning Beauty Academy,Kittanning,16201,PA,32,40.813778,-79.52003,Town,Distant,,Pennsylvania,FALSE,TRUE
2792,Kutztown University of Pennsylvania,Kutztown,19530-0730,PA,31,40.513561,-75.783933,Town,Fringe,,Pennsylvania,TRUE,TRUE
2793,La Roche University,Pittsburgh,15237-5898,PA,21,40.568615,-80.014851,Suburb,Large,,Pennsylvania,FALSE,FALSE
2794,La Salle University,Philadelphia,19141-1199,PA,11,40.037979,-75.153061,City,Large,,Pennsylvania,FALSE,FALSE
2795,Lackawanna College,Scranton,18509-3206,PA,13,41.411556,-75.658963,City,Small,,Pennsylvania,FALSE,FALSE
2796,Lafayette College,Easton,18042-1768,PA,21,40.69956,-75.209786,Suburb,Large,,Pennsylvania,FALSE,FALSE
2797,Lancaster Bible College,Lancaster,17601-5036,PA,21,40.075347,-76.287761,Suburb,Large,,Pennsylvania,FALSE,TRUE
2798,Lancaster Theological Seminary,Lancaster,17603-2897,PA,13,40.045235,-76.317631,City,Small,,Pennsylvania,FALSE,TRUE
2799,Lancaster School of Cosmetology & Therapeutic Bodywork,Lancaster,17602,PA,21,40.040746,-76.283649,Suburb,Large,,Pennsylvania,FALSE,TRUE
2800,Lansdale School of Business,North Wales,19454-4114,PA,21,40.22379,-75.284662,Suburb,Large,,Pennsylvania,FALSE,FALSE
2801,Lansdale School of Cosmetology Inc,Lansdale,19446-2003,PA,21,40.243302,-75.286281,Suburb,Large,,Pennsylvania,FALSE,TRUE
2802,Lebanon Valley College,Annville,17003-1400,PA,23,40.330604,-76.514431,Suburb,Small,,Pennsylvania,FALSE,FALSE
2803,Lehigh Carbon Community College,Schnecksville,18078-2598,PA,21,40.66474,-75.610715,Suburb,Large,,Pennsylvania,FALSE,FALSE
2804,Miller-Motte College-Berks Technical Institute,Wyomissing,19610-1168,PA,21,40.344627,-75.978873,Suburb,Large,,Pennsylvania,FALSE,FALSE
2805,Lehigh University,Bethlehem,18015,PA,13,40.606822,-75.380236,City,Small,,Pennsylvania,FALSE,FALSE
2806,Lincoln Technical Institute-Allentown,Allentown,18104-9889,PA,21,40.591908,-75.568979,Suburb,Large,,Pennsylvania,FALSE,TRUE
2807,Lincoln Technical Institute-Philadelphia,Philadelphia,19136,PA,11,40.049548,-74.999686,City,Large,,Pennsylvania,FALSE,TRUE
2808,Lincoln University,Lincoln University,19352-0999,PA,21,39.807723,-75.926458,Suburb,Large,,Pennsylvania,FALSE,TRUE
2809,Lock Haven University,Lock Haven,17745-2390,PA,32,41.141517,-77.460108,Town,Distant,,Pennsylvania,FALSE,TRUE
2810,UPMC St. Margaret School of Nursing,Pittsburgh,15238-3250,PA,21,40.491687,-79.863106,Suburb,Large,,Pennsylvania,FALSE,FALSE
2811,United Lutheran Seminary,Gettysburg,17325-1795,PA,13,39.831701,-77.244111,City,Small,,Pennsylvania,FALSE,FALSE
2812,Luzerne County Community College,Nanticoke,18634,PA,21,41.194728,-75.991095,Suburb,Large,,Pennsylvania,FALSE,FALSE
2813,Lycoming College,Williamsport,17701-5192,PA,13,41.24666,-77,City,Small,,Pennsylvania,FALSE,FALSE
2814,Manor College,Jenkintown,19046-3399,PA,21,40.08714,-75.104786,Suburb,Large,,Pennsylvania,FALSE,FALSE
2815,Mansfield University of Pennsylvania,Mansfield,16933,PA,32,41.807467,-77.073901,Town,Distant,,Pennsylvania,TRUE,TRUE
2816,Marywood University,Scranton,18509-1598,PA,13,41.434587,-75.634142,City,Small,,Pennsylvania,FALSE,FALSE
2817,Vet Tech Institute,Pittsburgh,15222-3400,PA,11,40.443884,-80.000229,City,Large,,Pennsylvania,FALSE,FALSE
2818,Roxborough Memorial Hospital School of Nursing,Philadelphia,19128,PA,11,40.028912,-75.209985,City,Large,,Pennsylvania,FALSE,FALSE
2819,Mercyhurst University,Erie,16546,PA,13,42.10578,-80.053412,City,Small,,Pennsylvania,FALSE,FALSE
2820,Messiah University,Mechanicsburg,17055,PA,21,40.156579,-76.988269,Suburb,Large,,Pennsylvania,FALSE,FALSE
2821,ASPIRA City College,Philadelphia,19140-2302,PA,11,40.017493,-75.135042,City,Large,,Pennsylvania,FALSE,FALSE
2822,Millersville University of Pennsylvania,Millersville,17551-0302,PA,21,40.000337,-76.357381,Suburb,Large,,Pennsylvania,TRUE,TRUE
2823,Misericordia University,Dallas,18612-1098,PA,21,41.345277,-75.971541,Suburb,Large,,Pennsylvania,FALSE,FALSE
2824,Montgomery County Community College,Blue Bell,19422-0796,PA,21,40.175609,-75.276093,Suburb,Large,,Pennsylvania,FALSE,FALSE
2825,Moore College of Art and Design,Philadelphia,19103-1179,PA,11,39.957078,-75.172105,City,Large,,Pennsylvania,FALSE,FALSE
2826,Moravian University,Bethlehem,18018-6650,PA,13,40.630947,-75.383638,City,Small,,Pennsylvania,FALSE,FALSE
2827,Mount Aloysius College,Cresson,16630-1999,PA,31,40.459679,-78.600898,Town,Fringe,,Pennsylvania,FALSE,FALSE
2828,Muhlenberg College,Allentown,18104,PA,12,40.596416,-75.508501999999993,City,Midsize,,Pennsylvania,FALSE,FALSE
2829,Neumann University,Aston,19014-1298,PA,21,39.874876,-75.440022,Suburb,Large,,Pennsylvania,FALSE,FALSE
2830,New Castle School of Trades,New Castle,16101,PA,41,41.035228,-80.401417,Rural,Fringe,,Pennsylvania,FALSE,TRUE
2831,Northampton County Area Community College,Bethlehem,18020-7599,PA,21,40.67253,-75.32351,Suburb,Large,,Pennsylvania,FALSE,FALSE
2832,Heritage Valley Kennedy School of Nursing,McKees Rocks,15136,PA,21,40.472356,-80.091066,Suburb,Large,,Pennsylvania,FALSE,FALSE
2833,Orleans Technical College,Philadelphia,19114-1014,PA,11,40.090338,-75.011324,City,Large,,Pennsylvania,FALSE,FALSE
2834,Salus University,Elkins Park,19027-6262,PA,21,40.085774,-75.129511,Suburb,Large,,Pennsylvania,FALSE,FALSE
2835,Pennsylvania Institute of Technology,Media,19063-4098,PA,21,39.908335,-75.38893,Suburb,Large,,Pennsylvania,TRUE,FALSE
2836,Peirce College,Philadelphia,19102-4699,PA,11,39.945483,-75.166332,City,Large,,Pennsylvania,FALSE,FALSE
2837,Penn Commercial Business/Technical School,Washington,15301-6822,PA,21,40.182387,-80.238844,Suburb,Large,,Pennsylvania,FALSE,FALSE
2838,Pennco Tech-Bristol,Bristol,19007,PA,21,40.097992,-74.870959,Suburb,Large,,Pennsylvania,FALSE,TRUE
2839,Pennsylvania Academy of the Fine Arts,Philadelphia,19102-1510,PA,11,39.955692,-75.163456,City,Large,,Pennsylvania,TRUE,FALSE
2840,Pennsylvania Gunsmith School,Pittsburgh,15202-2637,PA,21,40.496672,-80.068863,Suburb,Large,,Pennsylvania,TRUE,FALSE
2841,Cortiva Institute,King of Prussia,19406,PA,21,40.08063,-75.378356,Suburb,Large,,Pennsylvania,FALSE,FALSE
2842,Pennsylvania College of Art and Design,Lancaster,17608-0059,PA,13,40.041152,-76.308769,City,Small,,Pennsylvania,TRUE,FALSE
2843,University of Pennsylvania,Philadelphia,19104-6303,PA,11,39.950929,-75.19391,City,Large,,Pennsylvania,TRUE,FALSE
2844,The University of the Arts,Philadelphia,19102-4901,PA,11,39.946017,-75.165888,City,Large,,Pennsylvania,FALSE,FALSE
2845,Cairn University-Langhorne,Langhorne,19047-2990,PA,21,40.165809,-74.909509,Suburb,Large,,Pennsylvania,FALSE,TRUE
2846,Philadelphia College of Osteopathic Medicine,Philadelphia,19131,PA,11,40.004885,-75.216092,City,Large,,Pennsylvania,FALSE,TRUE
2847,University of the Sciences,Philadelphia,19104-4495,PA,11,39.946412,-75.207001,City,Large,,Pennsylvania,FALSE,FALSE
2848,Community College of Philadelphia,Philadelphia,19130-3991,PA,11,39.962458,-75.165604,City,Large,,Pennsylvania,FALSE,TRUE
2849,University of Pittsburgh-Bradford,Bradford,16701,PA,33,41.943415,-78.673701,Town,Remote,,Pennsylvania,FALSE,TRUE
2850,University of Pittsburgh-Greensburg,Greensburg,15601-5860,PA,21,40.276447,-79.532676,Suburb,Large,,Pennsylvania,FALSE,TRUE
2851,University of Pittsburgh-Johnstown,Johnstown,15904,PA,23,40.265957,-78.834163,Suburb,Small,,Pennsylvania,FALSE,TRUE
2852,University of Pittsburgh-Pittsburgh Campus,Pittsburgh,15260,PA,11,40.444387999999996,-79.953254,City,Large,,Pennsylvania,FALSE,TRUE
2853,University of Pittsburgh-Titusville,Titusville,16354,PA,32,41.628697,-79.664156,Town,Distant,,Pennsylvania,FALSE,TRUE
2854,Beaver Falls Beauty Academy,Beaver Falls,15010-4208,PA,21,40.754161,-80.320347,Suburb,Large,,Pennsylvania,FALSE,TRUE
2855,Pittsburgh Institute of Aeronautics,West Mifflin,15122,PA,21,40.350804,-79.926575,Suburb,Large,,Pennsylvania,FALSE,FALSE
2856,Pittsburgh Institute of Mortuary Science Inc,Pittsburgh,15206-3706,PA,11,40.459175,-79.930487,City,Large,,Pennsylvania,FALSE,TRUE
2857,Pittsburgh Technical College,Oakdale,15071,PA,41,40.424679,-80.189404,Rural,Fringe,,Pennsylvania,FALSE,FALSE
2858,Pittsburgh Theological Seminary,Pittsburgh,15206-2596,PA,11,40.467347,-79.921397,City,Large,,Pennsylvania,FALSE,TRUE
2859,Point Park University,Pittsburgh,15222-1984,PA,11,40.438768,-80.002061,City,Large,,Pennsylvania,FALSE,FALSE
2860,Joseph F McCloskey School of Nursing,Pottsville,17901,PA,32,40.683923,-76.189164,Town,Distant,,Pennsylvania,FALSE,FALSE
2861,The Salon Professional Academy-Altoona,Altoona,16601-2419,PA,23,40.467868,-78.404069,Suburb,Small,,Pennsylvania,FALSE,TRUE
2862,Reading Area Community College,Reading,19603,PA,13,40.334861,-75.935086,City,Small,,Pennsylvania,FALSE,TRUE
2863,Reading Hospital School of Health Sciences,Reading,19611,PA,13,40.32606,-75.950474,City,Small,,Pennsylvania,FALSE,TRUE
2864,Reconstructionist Rabbinical College,Wyncote,19095-1898,PA,21,40.087689,-75.149506,Suburb,Large,,Pennsylvania,FALSE,FALSE
2865,Walnut Hill College,Philadelphia,19104,PA,11,39.955098,-75.20749,City,Large,,Pennsylvania,FALSE,FALSE
2866,Robert Morris University,Moon Township,15108-1189,PA,21,40.520415,-80.210468,Suburb,Large,,Pennsylvania,FALSE,FALSE
2867,Rosedale Technical College,Pittsburgh,15205-9791,PA,21,40.45205,-80.103926,Suburb,Large,,Pennsylvania,FALSE,FALSE
2868,Rosemont College,Rosemont,19010-1699,PA,21,40.033417,-75.32925,Suburb,Large,,Pennsylvania,FALSE,TRUE
2869,Saint Francis University,Loretto,15940,PA,31,40.506734,-78.63904,Town,Fringe,,Pennsylvania,FALSE,FALSE
2870,Saint Joseph's University,Philadelphia,19131-1395,PA,11,39.994442,-75.238343,City,Large,,Pennsylvania,FALSE,FALSE
2871,Saint Vincent College,Latrobe,15650-2690,PA,21,40.29265,-79.403762,Suburb,Large,,Pennsylvania,FALSE,FALSE
2872,Saint Vincent Seminary,Latrobe,15650-2690,PA,21,40.29265,-79.403762,Suburb,Large,,Pennsylvania,FALSE,FALSE
2873,Schuylkill Technology Center,Frackville,17931,PA,41,40.775735,-76.22938,Rural,Fringe,,Pennsylvania,FALSE,FALSE
2874,University of Scranton,Scranton,18510-4699,PA,13,41.406556,-75.656915,City,Small,,Pennsylvania,FALSE,TRUE
2875,Seton Hill University,Greensburg,15601,PA,21,40.309407,-79.557433,Suburb,Large,,Pennsylvania,FALSE,FALSE
2876,UPMC Shadyside School of Nursing,Pittsburgh,15232,PA,11,40.454751,-79.939494,City,Large,,Pennsylvania,FALSE,FALSE
2877,Sharon Regional School of Nursing,Sharon,16146,PA,21,41.232638,-80.497236,Suburb,Large,,Pennsylvania,FALSE,TRUE
2878,Laurel Technical Institute,Hermitage,16148,PA,41,41.189936,-80.463868,Rural,Fringe,,Pennsylvania,FALSE,FALSE
2879,Shippensburg University of Pennsylvania,Shippensburg,17257-2299,PA,31,40.057933,-77.522335,Town,Fringe,,Pennsylvania,TRUE,TRUE
2880,Slippery Rock University of Pennsylvania,Slippery Rock,16057-1383,PA,32,41.062719,-80.045965,Town,Distant,,Pennsylvania,TRUE,TRUE
2881,Saint Charles Borromeo Seminary-Overbrook,Wynnewood,19096,PA,21,39.99133,-75.255675,Suburb,Large,,Pennsylvania,FALSE,FALSE
2882,South Hills Beauty Academy,Pittsburgh,15216,PA,21,40.38933,-80.041544,Suburb,Large,,Pennsylvania,FALSE,FALSE
2883,South Hills School of Business & Technology,State College,16801-4516,PA,13,40.775033,-77.855466,City,Small,,Pennsylvania,FALSE,FALSE
2884,St Lukes Hospital School of Nursing,Bethlehem,18015,PA,21,40.607054,-75.394494,Suburb,Large,,Pennsylvania,FALSE,FALSE
2885,The Beauty Institute,Stroudsburg,18360-1720,PA,23,40.989612,-75.223872,Suburb,Small,,Pennsylvania,FALSE,FALSE
2886,Susquehanna University,Selinsgrove,17870-1025,PA,32,40.797502,-76.875329,Town,Distant,,Pennsylvania,FALSE,FALSE
2887,Swarthmore College,Swarthmore,19081,PA,21,39.905159,-75.354278,Suburb,Large,,Pennsylvania,FALSE,TRUE
2888,Thaddeus Stevens College of Technology,Lancaster,17602-3198,PA,13,40.037951,-76.288718,City,Small,,Pennsylvania,FALSE,FALSE
2889,Talmudical Yeshiva of Philadelphia,Philadelphia,19131,PA,11,39.989249,-75.247964,City,Large,,Pennsylvania,FALSE,TRUE
2890,Temple University,Philadelphia,19122-6096,PA,11,39.980546,-75.156859,City,Large,,Pennsylvania,FALSE,FALSE
2891,Theological Seminary of the Reformed Episcopal Church,Blue Bell,19422-1257,PA,21,40.168935,-75.290124,Suburb,Large,,Pennsylvania,FALSE,FALSE
2892,Thiel College,Greenville,16125-2181,PA,31,41.41354,-80.384383,Town,Fringe,,Pennsylvania,FALSE,FALSE
2893,Thomas Jefferson University,Philadelphia,19107,PA,11,39.948274,-75.158266,City,Large,,Pennsylvania,FALSE,FALSE
2894,Triangle Tech Inc-Pittsburgh,Pittsburgh,15214-3897,PA,11,40.462003,-80.012781,City,Large,,Pennsylvania,FALSE,TRUE
2895,Triangle Tech Inc-Greensburg,Greensburg,15601-3304,PA,21,40.303168,-79.539468,Suburb,Large,,Pennsylvania,FALSE,TRUE
2896,Triangle Tech Inc-Dubois,Falls Creek,15840-3333,PA,41,41.147974,-78.795923,Rural,Fringe,,Pennsylvania,FALSE,FALSE
2897,Trinity Episcopal School for Ministry,Ambridge,15003-2397,PA,21,40.593403,-80.230178,Suburb,Large,,Pennsylvania,FALSE,FALSE
2898,Ursinus College,Collegeville,19426-1000,PA,21,40.193023,-75.456505,Suburb,Large,,Pennsylvania,FALSE,FALSE
2899,University of Valley Forge,Phoenixville,19460-2373,PA,21,40.117835,-75.5469,Suburb,Large,,Pennsylvania,FALSE,FALSE
2900,Valley Forge Military College,Wayne,19087-3695,PA,21,40.053697,-75.382097,Suburb,Large,,Pennsylvania,FALSE,FALSE
2901,Venus Beauty Academy,Sharon Hill,19079,PA,21,39.908715,-75.273105,Suburb,Large,,Pennsylvania,FALSE,FALSE
2902,Villanova University,Villanova,19085-1699,PA,21,40.039388,-75.345457,Suburb,Large,,Pennsylvania,FALSE,TRUE
2903,Washington Health System School of Nursing,Washington,15301,PA,21,40.183984,-80.245709,Suburb,Large,,Pennsylvania,FALSE,TRUE
2904,Washington & Jefferson College,Washington,15301,PA,21,40.170622,-80.24049,Suburb,Large,,Pennsylvania,FALSE,TRUE
2905,Waynesburg University,Waynesburg,15370-1257,PA,32,39.899871,-80.186205,Town,Distant,,Pennsylvania,FALSE,TRUE
2906,Welder Training and Testing Institute,Allentown,18109-3253,PA,12,40.626469,-75.447263,City,Midsize,,Pennsylvania,FALSE,FALSE
2907,West Chester University of Pennsylvania,West Chester,19383,PA,21,39.953398,-75.59812,Suburb,Large,,Pennsylvania,TRUE,TRUE
2908,Western Pennsylvania Hospital School of Nursing,Pittsburgh,15224,PA,11,40.462132,-79.945111,City,Large,,Pennsylvania,TRUE,FALSE
2909,Pittsburgh Career Institute,Pittsburgh,15219-1907,PA,11,40.442726,-79.99591,City,Large,,Pennsylvania,FALSE,TRUE
2910,Westminster College,New Wilmington,16172,PA,31,41.119272,-80.331017,Town,Fringe,,Pennsylvania,FALSE,FALSE
2911,Westminster Theological Seminary,Glenside,19038,PA,21,40.09815,-75.176327,Suburb,Large,,Pennsylvania,FALSE,FALSE
2912,Westmoreland County Community College,Youngwood,15697-1895,PA,41,40.234321,-79.564897,Rural,Fringe,,Pennsylvania,FALSE,FALSE
2913,Widener University,Chester,19013-5792,PA,21,39.861689,-75.355363,Suburb,Large,,Pennsylvania,FALSE,FALSE
2914,Wilkes University,Wilkes-Barre,18766,PA,13,41.244199,-75.890262,City,Small,,Pennsylvania,FALSE,FALSE
2915,Williamson College of the Trades,Media,19063-5299,PA,21,39.90807,-75.422024,Suburb,Large,,Pennsylvania,FALSE,FALSE
2916,Wilson College,Chambersburg,17201-1285,PA,13,39.949659,-77.650712,City,Small,,Pennsylvania,FALSE,FALSE
2917,Yeshivath Beth Moshe,Scranton,18505-2196,PA,13,41.394852,-75.656191,City,Small,,Pennsylvania,FALSE,FALSE
2918,York College of Pennsylvania,York,17403-3651,PA,22,39.94614,-76.727984,Suburb,Midsize,,Pennsylvania,TRUE,TRUE
2919,YTI Career Institute-York,York,17402,PA,22,39.992432,-76.660321,Suburb,Midsize,,Pennsylvania,FALSE,TRUE
2920,Brown University,Providence,02912,RI,12,41.82617,-71.40385,City,Midsize,,Rhode Island,FALSE,FALSE
2921,Bryant University,Smithfield,02917-1291,RI,21,41.920092,-71.539547,Suburb,Large,,Rhode Island,FALSE,FALSE
2922,Johnson & Wales University-Providence,Providence,02903-3703,RI,12,41.819956,-71.41277,City,Midsize,,Rhode Island,FALSE,TRUE
2923,New England Institute of Technology,East Greenwich,02818-1205,RI,21,41.661783,-71.502892,Suburb,Large,,Rhode Island,FALSE,FALSE
2924,New England Tractor Trailer Training School of Rhode Island,Pawtucket,02860,RI,21,41.880296,-71.405906,Suburb,Large,,Rhode Island,TRUE,FALSE
2925,Providence College,Providence,02918-0001,RI,12,41.842742,-71.437446,City,Midsize,,Rhode Island,FALSE,TRUE
2926,Rhode Island College,Providence,02908,RI,21,41.842415,-71.46556,Suburb,Large,,Rhode Island,TRUE,FALSE
2927,Community College of Rhode Island,Warwick,02886-1807,RI,13,41.712817,-71.481509,City,Small,,Rhode Island,TRUE,FALSE
2928,University of Rhode Island,Kingston,02881,RI,21,41.484691,-71.527356,Suburb,Large,,Rhode Island,TRUE,FALSE
2929,Rhode Island School of Design,Providence,02903-2784,RI,12,41.825935,-71.407692,City,Midsize,,Rhode Island,TRUE,FALSE
2930,Roger Williams University,Bristol,02809-2921,RI,21,41.650214,-71.260374,Suburb,Large,,Rhode Island,FALSE,FALSE
2931,Salve Regina University,Newport,02840-4192,RI,21,41.471545,-71.30124,Suburb,Large,,Rhode Island,FALSE,FALSE
2932,Empire Beauty School-Warwick,Providence,02903,RI,12,41.821724,-71.422425,City,Midsize,,Rhode Island,FALSE,FALSE
2933,Northpoint Bible College,Haverhill,01835,MA,21,42.765357,-71.079335,Suburb,Large,,Massachusetts,FALSE,FALSE
2934,Aiken Technical College,Graniteville,29829,SC,41,33.533833,-81.841666,Rural,Fringe,,South Carolina,FALSE,FALSE
2935,Allen University,Columbia,29204,SC,12,34.010348,-81.020045,City,Midsize,,South Carolina,FALSE,FALSE
2936,Anderson University,Anderson,29621-4035,SC,13,34.5152,-82.640358,City,Small,,South Carolina,FALSE,TRUE
2937,Charleston Southern University,Charleston,29406-9121,SC,12,32.983047,-80.072587,City,Midsize,,South Carolina,FALSE,TRUE
2938,Technical College of the Lowcountry,Beaufort,29901-1288,SC,32,32.420197,-80.689468,Town,Distant,,South Carolina,FALSE,FALSE
2939,Benedict College,Columbia,29204-1086,SC,12,34.012941,-81.020403,City,Midsize,,South Carolina,FALSE,FALSE
2940,Bob Jones University,Greenville,29614-0001,SC,13,34.874016,-82.365838,City,Small,,South Carolina,FALSE,FALSE
2941,Southern Wesleyan University,Central,29630-1020,SC,21,34.728068,-82.761586,Suburb,Large,,South Carolina,FALSE,FALSE
2942,Charleston Cosmetology Institute,Charleston,29420,SC,21,32.91777,-80.111988,Suburb,Large,,South Carolina,FALSE,TRUE
2943,College of Charleston,Charleston,29424-0001,SC,12,32.784225,-79.939794,City,Midsize,,South Carolina,FALSE,TRUE
2944,Charzanne Beauty College,Greenwood,29649,SC,32,34.212583,-82.138883,Town,Distant,,South Carolina,FALSE,FALSE
2945,Northeastern Technical College,Cheraw,29520,SC,41,34.698248,-79.939245,Rural,Fringe,,South Carolina,FALSE,FALSE
2946,Citadel Military College of South Carolina,Charleston,29409,SC,12,32.797183,-79.958775,City,Midsize,,South Carolina,TRUE,FALSE
2947,Claflin University,Orangeburg,29115-4498,SC,32,33.498444,-80.854319,Town,Distant,,South Carolina,FALSE,FALSE
2948,Clemson University,Clemson,29634,SC,21,34.679381,-82.835114,Suburb,Large,,South Carolina,FALSE,TRUE
2949,Clinton College,Rock Hill,29730,SC,13,34.913721,-81.043469,City,Small,,South Carolina,FALSE,FALSE
2950,Coker University,Hartsville,29550,SC,32,34.37696,-80.070416,Town,Distant,,South Carolina,FALSE,FALSE
2951,Columbia International University,Columbia,29203-1513,SC,12,34.07551,-81.07443,City,Midsize,,South Carolina,FALSE,TRUE
2952,Columbia College,Columbia,29203,SC,12,34.045581,-81.029967,City,Midsize,,South Carolina,FALSE,TRUE
2953,Converse University,Spartanburg,29302-0006,SC,13,34.955534,-81.917881,City,Small,,South Carolina,FALSE,FALSE
2954,Denmark Technical College,Denmark,29042,SC,41,33.313355,-81.123629,Rural,Fringe,,South Carolina,FALSE,TRUE
2955,Erskine College,Due West,29639,SC,42,34.332087,-82.39095,Rural,Distant,,South Carolina,FALSE,FALSE
2956,Florence-Darlington Technical College,Florence,29501-0548,SC,23,34.243882,-79.81469,Suburb,Small,,South Carolina,FALSE,TRUE
2957,Francis Marion University,Florence,29506,SC,23,34.189777,-79.652854,Suburb,Small,,South Carolina,FALSE,FALSE
2958,Furman University,Greenville,29613-6162,SC,21,34.924676,-82.440458,Suburb,Large,,South Carolina,FALSE,FALSE
2959,Greenville Technical College,Greenville,29606,SC,13,34.826212,-82.371178,City,Small,,South Carolina,FALSE,TRUE
2960,Horry-Georgetown Technical College,Conway,29526,SC,13,33.79614,-79.003611,City,Small,,South Carolina,FALSE,FALSE
2961,Kenneth Shuler School of Cosmetology-North Augusta,North Augusta,29841,SC,21,33.497587,-81.957885,Suburb,Large,,South Carolina,FALSE,TRUE
2962,Kenneth Shuler School of Cosmetology and Nails-Columbia,Columbia,29210,SC,21,34.045282,-81.132969,Suburb,Large,,South Carolina,FALSE,TRUE
2963,Lander University,Greenwood,29649-2099,SC,32,34.199892,-82.164736,Town,Distant,,South Carolina,FALSE,FALSE
2964,Limestone University,Gaffney,29340-3799,SC,31,35.057076,-81.649161,Town,Fringe,,South Carolina,FALSE,FALSE
2965,Medical University of South Carolina,Charleston,29425,SC,12,32.784363,-79.947158,City,Midsize,,South Carolina,TRUE,FALSE
2966,Midlands Technical College,West Columbia,29170-2176,SC,21,33.949325,-81.115761,Suburb,Large,,South Carolina,FALSE,FALSE
2967,Morris College,Sumter,29150-3599,SC,13,33.938574,-80.346155,City,Small,,South Carolina,FALSE,FALSE
2968,Newberry College,Newberry,29108,SC,32,34.285868,-81.619777,Town,Distant,,South Carolina,FALSE,TRUE
2969,North Greenville University,Tigerville,29688-1892,SC,41,35.069758,-82.37026,Rural,Fringe,,South Carolina,FALSE,FALSE
2970,Orangeburg Calhoun Technical College,Orangeburg,29118-8299,SC,41,33.54485,-80.82927,Rural,Fringe,,South Carolina,FALSE,TRUE
2971,Piedmont Technical College,Greenwood,29646,SC,32,34.207415,-82.120635,Town,Distant,,South Carolina,FALSE,FALSE
2972,Presbyterian College,Clinton,29325,SC,32,34.465834,-81.87448,Town,Distant,,South Carolina,FALSE,FALSE
2973,University of South Carolina Aiken,Aiken,29801,SC,21,33.572704,-81.767612,Suburb,Large,,South Carolina,TRUE,TRUE
2974,University of South Carolina Beaufort,Bluffton,29909,SC,31,32.303308,-80.973595,Town,Fringe,,South Carolina,TRUE,FALSE
2975,University of South Carolina-Columbia,Columbia,29208,SC,12,33.996788,-81.026935,City,Midsize,,South Carolina,TRUE,TRUE
2976,University of South Carolina-Lancaster,Lancaster,29720-0889,SC,32,34.736282,-80.787069,Town,Distant,,South Carolina,TRUE,TRUE
2977,University of South Carolina-Salkehatchie,Allendale,29810-0617,SC,41,33.014312,-81.301838,Rural,Fringe,,South Carolina,TRUE,FALSE
2978,University of South Carolina-Sumter,Sumter,29150-2498,SC,13,33.934698,-80.373459,City,Small,,South Carolina,TRUE,TRUE
2979,University of South Carolina-Union,Union,29379-0729,SC,32,34.717771,-81.621042,Town,Distant,,South Carolina,TRUE,TRUE
2980,Coastal Carolina University,Conway,29526,SC,13,33.794995,-79.011767,City,Small,,South Carolina,FALSE,FALSE
2981,South Carolina State University,Orangeburg,29117-0001,SC,32,33.497968,-80.848722,Town,Distant,,South Carolina,TRUE,FALSE
2982,University of South Carolina-Upstate,Spartanburg,29303-4999,SC,22,34.996403,-81.970583,Suburb,Midsize,,South Carolina,TRUE,FALSE
2983,Sherman College of Chiropractic,Spartanburg,29316,SC,22,35.014601999999996,-81.985878,Suburb,Midsize,,South Carolina,FALSE,FALSE
2984,Spartanburg Methodist College,Spartanburg,29301-5899,SC,22,34.955117,-81.970863,Suburb,Midsize,,South Carolina,FALSE,TRUE
2985,Spartanburg Community College,Spartanburg,29303,SC,22,34.974587,-81.989811,Suburb,Midsize,,South Carolina,FALSE,TRUE
2986,Central Carolina Technical College,Sumter,29150-2499,SC,13,33.933342,-80.37101,City,Small,,South Carolina,FALSE,FALSE
2987,Tri-County Technical College,Pendleton,29670,SC,21,34.641914,-82.792015,Suburb,Large,,South Carolina,FALSE,FALSE
2988,Trident Technical College,Charleston,29423-8067,SC,12,32.928767,-80.031276,City,Midsize,,South Carolina,FALSE,FALSE
2989,Voorhees University,Denmark,29042,SC,32,33.307199,-81.127863,Town,Distant,,South Carolina,FALSE,FALSE
2990,Williamsburg Technical College,Kingstree,29556-4197,SC,32,33.657085,-79.817984,Town,Distant,,South Carolina,FALSE,FALSE
2991,Winthrop University,Rock Hill,29733,SC,13,34.941515,-81.031404,City,Small,,South Carolina,FALSE,FALSE
2992,Wofford College,Spartanburg,29303-3663,SC,13,34.959411,-81.933568,City,Small,,South Carolina,FALSE,FALSE
2993,York Technical College,Rock Hill,29730,SC,13,34.934416,-80.995273,City,Small,,South Carolina,FALSE,FALSE
2994,Augustana University,Sioux Falls,57197-0001,SD,12,43.525148,-96.736975,City,Midsize,,South Dakota,FALSE,FALSE
2995,The Salon Professional Academy,Rapid City,57701,SD,13,44.079979,-103.228651,City,Small,,South Dakota,FALSE,FALSE
2996,Black Hills State University,Spearfish,57799-9500,SD,32,44.494889,-103.870966,Town,Distant,,South Dakota,FALSE,FALSE
